TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,AIRRETURNDUCT,WATERTUBECABBOTRT,WATERRESERVOIRINLET,WATERESERVOIRBOTLT,WATERRESERVOIROUTLET,WATERTUBECENTER,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34
0:32:28,2,0.62,114.9,7.830,5.57,0.0269,59.99,0.19,36.95,73.24,-999.00,-999.00,0,-1.00,-2.04,2.03,-1.25,-1.86,0.68,1.21,35.93,37.82,37.07,36.55,37.51,73.79,72.66,76.14,86.99,77.41,114.41,85.73,77.75,85.81,98.19,104.75,4.95,0.36,34.25,39.48,37.95,35.66,33.93,34.74,0,1,2,34.21,1.76,-11.16,38.16,72.86,36.50,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,3.60,3.50,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:33:18,2,0.62,114.9,7.750,5.57,0.0277,59.99,0.16,36.94,73.24,-999.00,-999.00,0,-1.02,-2.09,1.95,-1.26,-1.86,0.67,1.20,35.90,37.81,37.07,36.54,37.52,73.79,72.66,76.18,86.98,77.47,114.48,85.72,77.80,85.82,98.36,104.79,4.65,0.22,34.03,39.44,37.78,35.63,33.60,34.40,0,1,2,34.42,1.76,-11.95,37.66,72.86,36.50,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,3.60,3.50,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:34:08,2,0.63,114.9,7.700,5.54,0.0284,59.99,0.16,36.93,73.25,-999.00,-999.00,0,-1.05,-2.09,1.96,-1.21,-1.86,0.72,1.30,35.95,37.82,37.07,36.54,37.51,73.79,72.71,76.19,86.98,77.59,114.53,85.74,77.80,85.82,98.42,104.88,4.52,0.11,33.87,39.43,37.68,35.60,33.38,34.05,0,1,2,34.52,1.76,-11.50,37.06,72.86,36.50,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,3.40,3.30,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:34:58,2,0.62,114.9,7.850,5.58,0.0292,59.99,0.16,36.94,73.31,-999.00,-999.00,0,-1.08,-2.17,1.86,-1.21,-1.81,0.72,1.35,35.95,37.87,37.07,36.56,37.56,73.89,72.80,76.21,86.99,77.60,114.61,85.74,77.78,85.83,98.49,104.93,4.35,0.04,33.68,39.36,37.63,35.60,33.18,33.76,0,1,2,34.59,1.76,-11.56,36.46,72.86,36.50,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,3.60,3.50,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:35:48,2,0.62,114.9,7.760,5.52,0.0300,59.98,0.15,36.94,73.32,-999.00,-999.00,0,-1.18,-2.28,1.80,-1.30,-1.85,0.69,1.31,35.92,37.77,37.07,36.55,37.52,73.89,72.75,76.20,86.96,77.61,114.69,85.73,77.82,85.83,98.56,104.93,4.28,-0.09,33.56,39.32,37.57,35.58,33.02,33.45,0,1,2,34.83,1.76,-12.30,35.75,72.86,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,3.40,3.30,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:36:38,2,0.62,114.9,7.680,5.44,0.0307,59.98,0.13,36.93,73.33,-999.00,-999.00,0,-1.27,-2.41,1.74,-1.26,-1.86,0.67,1.30,35.90,37.78,37.07,36.54,37.54,73.89,72.76,76.21,86.81,77.70,114.63,85.66,77.80,85.75,98.69,104.89,3.67,-0.23,33.51,39.40,37.38,35.56,33.44,33.99,0,1,2,35.04,1.76,-12.30,34.97,72.86,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,3.40,3.30,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:37:28,2,0.62,114.9,7.560,5.40,0.0315,59.99,0.13,36.95,73.37,-999.00,-999.00,0,-1.37,-2.61,1.66,-1.31,-1.86,0.74,1.39,35.97,37.85,37.12,36.57,37.54,73.96,72.86,76.20,86.48,77.83,114.31,85.45,77.64,85.52,98.69,104.57,3.23,-0.31,33.81,39.44,37.36,35.60,33.90,34.45,0,1,2,35.09,1.74,-13.28,34.42,72.86,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,3.30,3.20,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:38:18,2,0.61,114.9,7.580,5.35,0.0322,60.01,0.09,36.94,73.40,-999.00,-999.00,0,-1.48,-2.85,1.50,-1.36,-1.86,0.67,1.40,35.92,37.80,37.07,36.56,37.53,73.97,72.86,76.18,86.25,77.90,114.09,85.28,77.60,85.34,98.72,104.22,3.09,-0.45,34.00,39.56,37.31,35.62,34.02,34.52,0,1,2,35.29,1.62,-14.28,34.05,72.86,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,3.30,3.20,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:39:08,2,0.61,114.8,7.570,5.34,0.0330,59.98,0.06,36.96,73.43,-999.00,-999.00,0,-1.66,-3.03,1.36,-1.42,-1.94,0.70,1.38,35.94,37.79,37.10,36.55,37.53,73.96,72.82,76.18,86.11,77.91,113.91,85.14,77.57,85.15,98.79,103.94,2.81,-0.63,33.77,39.63,37.30,35.62,34.07,34.64,0,1,2,35.53,1.56,-14.95,33.98,72.89,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,3.30,3.20,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:39:58,2,0.62,114.8,7.500,5.33,0.0337,59.99,0.01,36.97,73.43,-999.00,-999.00,0,-1.80,-3.30,1.21,-1.41,-1.96,0.63,1.40,35.91,37.78,37.07,36.55,37.52,73.99,72.86,76.19,85.97,77.92,113.87,85.01,77.48,85.06,98.87,103.78,2.59,-0.82,34.01,39.62,37.24,35.64,34.14,34.76,0,1,2,35.70,1.50,-15.42,33.98,72.96,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,3.20,3.10,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:40:49,2,0.62,114.9,7.460,5.28,0.0345,60.02,-0.01,36.98,73.45,-999.00,-999.00,0,-1.91,-3.44,1.18,-1.42,-1.99,0.74,1.47,36.07,37.89,37.07,36.56,37.54,74.06,72.93,76.18,85.89,77.93,113.80,84.89,77.48,85.01,98.91,103.63,2.47,-0.96,34.17,39.71,37.33,35.64,34.15,34.92,0,1,2,35.78,1.40,-16.04,34.07,72.99,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,3.20,3.10,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:41:38,2,0.62,114.9,7.450,5.28,0.0352,60.01,-0.10,36.97,73.44,-999.00,-999.00,0,-2.11,-3.60,0.97,-1.51,-2.04,0.62,1.45,36.04,37.86,37.12,36.55,37.51,74.04,72.92,76.18,85.81,77.91,113.69,84.81,77.48,84.91,98.92,103.52,2.24,-1.14,34.32,39.82,37.41,35.65,34.22,35.04,0,1,2,35.88,1.35,-16.13,34.31,73.02,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,3.00,2.90,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:42:28,2,0.62,114.9,7.480,5.30,0.0359,60.02,-0.16,36.97,73.43,-999.00,-999.00,0,-2.27,-3.77,0.80,-1.61,-2.16,0.57,1.40,36.03,37.82,37.07,36.54,37.49,73.99,72.90,76.13,85.73,77.88,113.61,84.75,77.38,84.83,98.94,103.48,2.10,-1.31,34.39,39.94,37.46,35.66,34.24,35.04,0,1,2,36.00,1.24,-16.51,34.52,72.93,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,3.00,2.90,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:43:18,2,0.61,114.9,7.410,5.25,0.0367,60.00,-0.22,37.00,73.47,-999.00,-999.00,0,-2.47,-3.85,0.62,-1.75,-2.26,0.49,1.41,36.08,37.83,37.08,36.55,37.52,73.99,72.95,76.13,85.65,77.87,113.61,84.70,77.30,84.73,98.98,103.40,2.10,-1.48,34.48,40.00,37.49,35.65,34.33,35.13,0,1,2,36.17,1.22,-16.49,34.63,72.93,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,2.90,2.80,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:44:08,2,0.62,114.8,7.420,5.25,0.0374,59.98,-0.31,37.00,73.47,-999.00,-999.00,0,-2.63,-4.19,0.51,-1.76,-2.36,0.47,1.40,36.04,37.82,37.07,36.55,37.47,73.99,72.92,76.10,85.54,77.86,113.47,84.59,77.34,84.61,99.00,103.24,1.76,-1.62,34.55,40.13,37.51,35.69,34.34,35.23,0,1,2,36.37,1.12,-16.63,34.98,72.86,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,2.90,2.80,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:44:58,2,0.62,114.9,7.360,5.23,0.0381,60.00,-0.34,37.02,73.49,-999.00,-999.00,0,-2.82,-4.33,0.43,-1.78,-2.43,0.50,1.45,36.13,37.85,37.10,36.53,37.48,74.02,72.96,76.07,85.49,77.86,113.48,84.53,77.32,84.56,99.03,103.20,1.64,-1.77,34.56,40.26,37.55,35.68,34.41,35.32,0,1,2,36.50,1.04,-17.18,35.15,72.86,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,2.80,2.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:45:43,2,0.62,114.9,7.340,5.24,0.0389,60.00,-0.38,37.04,73.50,-999.00,-999.00,0,-3.02,-4.48,0.38,-1.77,-2.37,0.48,1.58,36.19,37.93,37.16,36.54,37.47,74.03,72.99,76.06,85.44,77.87,113.45,84.47,77.26,84.56,99.05,103.12,1.61,-1.95,34.59,40.24,37.55,35.69,34.48,35.36,0,1,2,36.50,0.94,-17.14,35.42,72.86,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,2.80,2.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:46:34,2,0.62,114.9,7.370,5.23,0.0396,60.01,-0.49,37.03,73.49,-999.00,-999.00,0,-3.22,-4.60,0.11,-1.94,-2.54,0.39,1.43,36.19,37.84,37.09,36.50,37.43,74.00,72.96,76.02,85.34,77.89,113.42,84.45,77.30,84.51,99.08,103.07,1.49,-2.09,34.63,40.37,37.58,35.70,34.52,35.46,0,1,2,36.63,0.86,-17.63,35.74,72.86,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,2.80,2.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:47:28,2,0.62,114.9,7.340,5.19,0.0403,59.99,-0.56,37.05,73.50,-999.00,-999.00,0,-3.39,-4.79,-0.01,-2.02,-2.62,0.31,1.44,36.24,37.86,37.11,36.50,37.45,74.00,72.96,76.00,85.34,77.90,113.45,84.41,77.24,84.45,99.09,103.02,1.18,-2.25,34.62,40.44,37.56,35.70,34.54,35.51,0,1,2,36.78,0.81,-17.63,35.98,72.86,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,2.50,2.40,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:48:15,2,0.61,114.9,7.360,5.19,0.0410,60.00,-0.63,37.07,73.51,-999.00,-999.00,0,-3.55,-4.92,-0.13,-2.11,-2.71,0.32,1.50,36.25,37.93,37.12,36.51,37.44,74.05,72.96,75.99,85.28,77.89,113.38,84.35,77.19,84.42,99.13,103.00,1.01,-2.41,34.67,40.54,37.60,35.70,34.54,35.60,0,1,2,36.95,0.68,-18.40,36.34,72.90,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,2.50,2.40,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:49:07,2,0.61,114.9,7.350,5.21,0.0418,60.01,-0.70,37.11,73.53,-999.00,-999.00,0,-3.63,-5.04,-0.16,-2.12,-2.73,0.32,1.54,36.39,38.00,37.22,36.50,37.45,74.14,73.01,75.98,85.28,77.89,113.38,84.29,77.15,84.36,99.17,102.93,1.08,-2.59,34.64,40.54,37.59,35.70,34.60,35.64,0,1,2,37.04,0.52,-18.37,36.55,72.94,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,2.40,2.30,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:49:58,2,0.61,114.9,7.350,5.19,0.0425,60.02,-0.77,37.15,73.54,-999.00,-999.00,0,-3.81,-5.15,-0.48,-2.36,-3.04,0.07,1.40,36.30,37.84,37.08,36.52,37.45,74.01,72.96,75.98,85.24,77.88,113.34,84.25,77.19,84.30,99.14,102.92,1.07,-2.73,34.67,40.70,37.62,35.70,34.67,35.66,0,1,2,37.04,0.43,-18.98,36.86,72.91,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,2.20,2.10,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:50:48,2,0.62,114.9,7.260,5.14,0.0432,60.01,-0.85,37.16,73.54,-999.00,-999.00,0,-3.94,-5.20,-0.49,-2.36,-3.01,0.04,1.46,36.40,37.98,37.17,36.52,37.45,74.09,72.96,75.98,85.23,77.87,113.35,84.26,77.22,84.29,99.21,102.93,1.24,-2.86,34.66,40.67,37.65,35.70,34.72,35.66,0,1,2,37.14,0.30,-18.96,37.04,72.88,36.50,0,80.00,80.00,1.00,60.00,1.00,60.00,-999.00,0,0,1.00,0,0,0,2.10,2.00,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:51:38,2,0.61,114.9,7.430,5.25,0.0439,60.02,-0.92,37.20,73.56,-999.00,-999.00,0,-4.05,-5.33,-0.67,-2.50,-3.19,-0.00,1.43,36.43,37.95,37.18,36.53,37.46,74.09,72.96,75.98,85.19,77.88,113.31,84.24,77.23,84.28,99.28,102.86,1.24,-3.03,34.59,40.62,37.66,35.70,34.69,35.65,0,1,2,37.27,0.12,-19.05,37.42,72.97,36.50,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,2.10,2.00,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:52:28,2,0.62,114.9,7.480,5.30,0.0447,60.00,-0.97,37.24,73.54,-999.00,-999.00,0,-4.14,-5.31,-0.67,-2.48,-3.21,0.02,1.52,36.52,38.06,37.30,36.50,37.43,74.14,73.06,75.98,85.42,77.74,113.67,84.38,77.21,84.45,99.29,103.05,1.84,-3.14,34.13,40.37,37.66,35.68,34.44,35.20,0,1,2,37.40,-0.02,-18.40,38.21,72.97,36.50,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,2.00,1.90,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:53:12,2,0.62,114.9,7.500,5.31,0.0454,60.00,-1.04,37.25,73.58,-999.00,-999.00,0,-4.24,-5.29,-0.79,-2.63,-3.26,-0.00,1.51,36.51,38.10,37.28,36.54,37.46,74.13,73.02,75.98,85.67,77.61,113.99,84.56,77.23,84.64,99.30,103.44,2.26,-3.19,33.85,40.25,37.66,35.65,34.12,34.89,0,1,2,37.58,-0.04,-16.80,38.48,72.86,36.50,0,80.00,80.00,1.00,60.00,2.00,60.00,-999.00,0,0,1.00,0,1.00,0,1.80,1.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:54:06,2,0.62,114.9,7.650,5.42,0.0461,60.01,-1.10,37.28,73.55,-999.00,-999.00,0,-4.27,-5.18,-0.91,-2.68,-3.40,-0.05,1.48,36.58,38.10,37.25,36.51,37.44,74.09,73.04,75.98,85.84,77.59,114.24,84.72,77.34,84.78,99.35,103.85,2.51,-3.25,33.92,40.16,37.66,35.61,33.84,34.61,0,1,2,37.67,-0.08,-16.44,38.28,72.88,36.50,0,80.00,80.00,2.00,60.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,1.80,1.70,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:54:58,2,0.62,114.9,7.760,5.53,0.0469,60.00,-1.14,37.32,73.57,-999.00,-999.00,0,-4.16,-4.84,-1.00,-2.76,-3.56,-0.03,1.50,36.60,38.12,37.27,36.51,37.45,74.09,72.96,75.98,86.25,77.43,114.79,85.01,77.53,85.12,99.42,104.38,2.49,-3.21,34.25,40.15,37.81,35.53,33.52,34.65,0,1,2,37.76,-0.29,-15.44,37.73,72.99,36.50,0,80.00,80.00,2.00,60.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,1.60,1.50,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:55:48,2,0.62,114.9,7.830,5.57,0.0477,60.01,-1.20,37.32,73.56,-999.00,-999.00,0,-4.11,-4.62,-1.05,-2.91,-3.61,-0.18,1.45,36.55,38.06,37.22,36.49,37.44,74.09,72.96,75.99,86.63,77.41,115.30,85.32,77.70,85.44,99.56,105.04,2.49,-3.19,34.17,40.12,37.88,35.52,33.34,34.51,0,1,2,37.76,-0.40,-14.60,37.11,73.04,36.50,0,80.00,80.00,2.00,60.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,1.60,1.50,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:56:39,2,0.62,114.9,7.840,5.58,0.0485,60.01,-1.21,37.34,73.60,-999.00,-999.00,0,-3.93,-4.50,-1.08,-2.94,-3.75,-0.22,1.42,36.52,38.03,37.24,36.52,37.47,74.13,73.04,76.03,86.86,77.42,115.55,85.54,77.80,85.64,99.59,105.49,2.62,-3.18,34.09,40.06,37.86,35.50,33.04,34.38,0,1,2,37.60,-0.52,-13.16,36.54,73.00,36.50,0,80.00,80.00,2.00,60.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,1.60,1.50,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:57:28,2,0.62,114.9,7.820,5.58,0.0492,60.00,-1.27,37.32,73.60,-999.00,-999.00,0,-3.85,-4.36,-1.09,-2.91,-3.71,-0.16,1.48,36.60,38.12,37.32,36.52,37.47,74.18,73.15,76.11,87.04,77.48,115.84,85.71,77.87,85.81,99.67,105.81,2.69,-3.14,33.82,39.98,37.86,35.49,32.86,34.18,0,1,2,37.51,-0.60,-12.95,35.83,72.89,36.50,0,80.00,80.00,2.00,60.00,36.00,60.00,-999.00,0,0,1.00,1.00,0,0,1.30,1.20,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:58:18,2,0.62,114.9,7.760,5.49,0.0500,60.00,-1.27,37.36,73.64,-999.00,-999.00,0,-3.73,-4.20,-1.10,-2.97,-3.77,-0.24,1.44,36.64,38.11,37.36,36.53,37.49,74.23,73.14,76.17,87.02,77.63,115.91,85.77,77.90,85.88,99.78,106.00,2.78,-3.06,34.21,39.98,38.02,35.51,33.26,34.33,0,1,2,37.33,-0.72,-12.50,35.06,72.88,36.50,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,1.30,1.20,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:59:08,2,0.62,114.9,7.710,5.47,0.0508,59.99,-1.27,37.37,73.67,-999.00,-999.00,0,-3.66,-4.18,-1.06,-2.93,-3.73,-0.19,1.54,36.64,38.12,37.40,36.54,37.50,74.17,73.06,76.18,86.85,77.85,115.76,85.68,77.89,85.73,99.88,105.87,2.80,-3.04,34.98,39.95,38.14,35.53,33.78,34.68,0,1,2,37.14,-0.76,-12.12,34.48,72.86,36.50,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,1.30,1.20,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
0:59:58,2,0.62,114.9,7.720,5.48,0.0515,59.99,-1.33,37.36,73.67,-999.00,-999.00,0,-3.60,-4.19,-1.09,-3.05,-3.85,-0.22,1.51,36.61,38.12,37.38,36.55,37.48,74.19,73.14,76.21,86.76,77.91,115.70,85.59,77.83,85.65,99.89,105.69,2.83,-2.98,35.41,39.88,38.22,35.51,33.93,34.73,0,1,2,37.02,-0.85,-12.78,34.18,72.93,36.50,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,1.30,1.20,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
1:00:45,2,0.62,114.9,7.700,5.50,0.0523,59.99,-1.35,37.35,73.67,-999.00,-999.00,0,-3.60,-4.17,-1.09,-3.06,-3.86,-0.23,1.50,36.60,38.12,37.34,36.57,37.49,74.24,73.15,76.26,86.68,77.91,115.69,85.52,77.70,85.60,99.89,105.63,2.90,-2.93,35.68,39.85,38.26,35.53,33.99,34.78,0,1,2,36.81,-0.87,-13.43,33.98,72.88,36.50,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,1.10,1.00,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
1:01:38,2,0.62,114.9,7.700,5.48,0.0530,60.01,-1.38,37.35,73.68,-999.00,-999.00,0,-3.60,-4.18,-1.10,-3.13,-3.96,-0.23,1.47,36.55,38.12,37.34,36.54,37.49,74.26,73.15,76.26,86.67,77.91,115.70,85.51,77.74,85.59,99.90,105.60,3.04,-2.89,35.91,39.84,38.31,35.56,34.03,34.84,0,1,2,36.56,-0.94,-13.86,34.08,72.86,36.50,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,1.10,1.00,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
1:02:28,2,0.62,114.9,7.700,5.47,0.0538,60.00,-1.37,37.35,73.68,-999.00,-999.00,0,-3.58,-4.16,-1.04,-3.11,-3.91,-0.24,1.55,36.55,38.11,37.42,36.56,37.49,74.25,73.11,76.24,86.67,77.91,115.70,85.52,77.80,85.58,99.96,105.53,3.09,-2.86,36.00,39.85,38.37,35.52,34.14,34.93,0,1,2,36.48,-0.94,-14.12,34.20,72.86,36.50,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,1.10,1.00,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
1:03:18,2,0.62,114.9,7.700,5.47,0.0546,59.99,-1.39,37.34,73.69,-999.00,-999.00,0,-3.55,-4.18,-1.10,-3.16,-4.06,-0.28,1.50,36.50,38.12,37.33,36.56,37.50,74.27,73.16,76.24,86.64,77.91,115.70,85.50,77.75,85.58,100.02,105.53,3.19,-2.80,36.08,39.84,38.43,35.50,34.21,34.98,0,1,2,36.21,-0.94,-13.46,34.42,72.86,36.50,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,1.00,0.90,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
1:04:08,2,0.62,114.9,7.650,5.46,0.0553,60.01,-1.42,37.32,73.71,-999.00,-999.00,0,-3.56,-4.16,-1.09,-3.22,-4.06,-0.32,1.50,36.50,38.11,37.35,36.58,37.51,74.21,73.08,76.24,86.64,77.93,115.78,85.47,77.71,85.56,100.08,105.56,3.26,-2.77,36.18,39.84,38.46,35.50,34.28,35.10,0,1,2,35.89,-1.03,-13.49,34.52,72.86,36.50,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,1.00,0.90,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
1:04:58,2,0.61,114.9,7.710,5.46,0.0561,59.99,-1.44,37.31,73.71,-999.00,-999.00,0,-3.58,-4.11,-1.01,-3.18,-4.01,-0.25,1.58,36.57,38.12,37.38,36.59,37.53,74.28,73.22,76.21,86.63,77.98,115.88,85.43,77.77,85.55,100.10,105.67,3.32,-2.70,36.33,39.83,38.53,35.51,34.34,35.17,0,1,2,35.78,-1.10,-13.98,34.78,72.86,36.50,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,1.10,1.00,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
1:05:48,2,0.62,114.9,7.690,5.47,0.0568,59.99,-1.42,37.28,73.72,-999.00,-999.00,0,-3.55,-4.11,-1.01,-3.18,-4.06,-0.25,1.58,36.48,38.10,37.35,36.64,37.53,74.29,73.24,76.21,86.64,77.95,115.89,85.45,77.72,85.54,100.18,105.63,3.38,-2.69,36.41,39.84,38.57,35.51,34.42,35.33,0,1,2,35.60,-1.08,-13.99,35.02,72.88,36.50,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,1.10,1.00,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
1:06:38,2,0.61,114.9,7.730,5.46,0.0576,59.98,-1.42,37.26,73.73,-999.00,-999.00,0,-3.55,-4.16,-1.08,-3.25,-4.10,-0.36,1.51,36.41,38.03,37.28,36.64,37.55,74.29,73.17,76.21,86.64,77.94,115.89,85.47,77.70,85.56,100.19,105.63,3.43,-2.69,36.47,39.85,38.63,35.52,34.47,35.51,0,1,2,35.31,-1.07,-13.82,35.21,73.01,36.50,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,1.00,0.90,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
1:07:23,2,0.62,114.9,7.700,5.47,0.0584,59.98,-1.43,37.25,73.74,-999.00,-999.00,0,-3.53,-4.02,-1.04,-3.26,-4.11,-0.30,1.55,36.35,38.07,37.33,36.64,37.55,74.34,73.21,76.23,86.64,77.95,115.90,85.46,77.67,85.55,100.19,105.63,3.53,-2.62,36.53,39.84,38.65,35.54,34.53,35.60,0,1,2,35.06,-1.08,-13.54,35.58,72.94,36.50,0,80.00,80.00,2.00,60.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,1.00,0.90,0.10,16.00,0,37.76,34.16,-0.04,-4.36,37.40,35.42,46.40
