TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,FCBASKET1,FCBASKET2,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33
0:33:25,2,0.64,115.0,20.70,15.30,0.08416,60.00,25.13,64.76,74.45,-999.00,-999.00,0,-5.40,6.13,19.43,17.35,23.01,24.35,41.48,64.27,65.37,64.61,65.99,64.42,74.59,74.29,114.63,110.56,94.03,172.30,106.29,83.50,112.11,146.65,157.94,9.26,63.52,24.49,26.19,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:34:12,2,0.64,115.0,20.60,15.35,0.08604,60.01,25.00,64.70,74.46,-999.00,-999.00,0,-4.97,7.22,19.25,17.16,22.82,24.16,41.23,64.20,65.29,64.51,65.94,64.36,74.63,74.29,115.03,110.89,93.81,172.58,106.31,83.54,111.86,146.63,158.25,9.54,72.04,24.37,26.06,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:35:04,2,0.63,115.1,20.30,15.21,0.08830,60.02,24.81,64.62,74.45,-999.00,-999.00,0,-4.76,8.17,19.02,16.94,22.61,24.02,40.89,64.09,65.18,64.41,65.86,64.28,74.62,74.28,115.39,111.33,93.67,172.63,106.54,83.57,111.97,146.61,158.55,10.95,75.15,24.19,25.84,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:35:51,2,0.63,115.1,20.00,14.41,0.09029,60.02,24.60,64.52,74.46,-999.00,-999.00,0,-5.81,7.60,18.82,16.75,22.43,23.83,40.59,63.95,65.10,64.33,65.80,64.19,74.63,74.29,115.07,111.16,93.68,172.26,106.60,83.52,112.21,146.57,158.12,21.24,69.38,24.02,25.63,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:36:42,2,0.63,115.2,19.90,14.41,0.09225,60.02,24.40,64.41,74.47,-999.00,-999.00,0,-6.58,5.84,18.65,16.55,22.27,23.69,40.32,63.87,64.98,64.26,65.71,64.11,74.64,74.29,114.36,110.48,93.90,171.73,106.23,83.41,112.29,146.47,157.43,20.67,66.30,23.85,25.43,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:37:33,2,0.63,115.2,20.20,14.67,0.09433,60.02,24.18,64.31,74.47,-999.00,-999.00,0,-6.17,5.32,18.45,16.35,22.04,23.49,40.02,63.75,64.89,64.13,65.62,64.00,74.64,74.30,114.06,110.08,93.87,171.70,105.81,83.41,111.94,146.42,157.24,17.84,63.58,23.63,25.20,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:38:23,2,0.63,115.1,20.30,14.79,0.09635,60.02,23.97,64.22,74.46,-999.00,-999.00,0,-5.14,6.93,18.26,16.16,21.86,23.33,39.76,63.68,64.79,64.04,65.54,63.87,74.63,74.29,114.63,110.56,93.63,172.17,105.78,83.52,111.31,146.33,157.89,15.35,61.04,23.42,24.98,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:39:10,2,0.63,115.1,20.10,14.63,0.09846,60.02,23.77,64.12,74.47,-999.00,-999.00,0,-5.10,7.77,18.06,15.98,21.69,23.16,39.47,63.60,64.71,63.93,65.45,63.77,74.64,74.29,114.95,110.97,93.56,172.36,106.04,83.57,111.53,146.33,158.21,13.64,58.41,23.25,24.74,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:40:02,2,0.63,115.1,19.70,14.45,0.10043,60.02,23.56,64.01,74.47,-999.00,-999.00,0,-6.37,6.60,17.85,15.74,21.49,22.97,39.21,63.48,64.60,63.81,65.37,63.67,74.64,74.31,114.64,110.68,93.68,171.72,106.11,83.50,111.74,146.27,157.70,12.44,56.00,23.06,24.53,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:40:49,2,0.63,115.0,19.90,14.35,0.10238,60.00,23.35,63.92,74.48,-999.00,-999.00,0,-7.01,4.91,17.62,15.51,21.29,22.81,38.91,63.38,64.52,63.71,65.24,63.59,74.64,74.29,113.90,109.97,93.85,171.34,105.90,83.42,111.77,146.20,156.90,11.36,53.64,22.87,24.32,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:41:42,2,0.63,115.1,20.30,14.66,0.10446,60.01,23.14,63.82,74.46,-999.00,-999.00,0,-6.27,4.83,17.46,15.34,21.14,22.67,38.70,63.29,64.44,63.63,65.15,63.49,74.63,74.28,113.73,109.71,93.81,171.45,105.62,83.46,111.26,146.18,156.92,10.35,51.60,22.70,24.12,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:42:36,2,0.63,115.3,20.30,14.74,0.10646,60.02,22.94,63.72,74.44,-999.00,-999.00,0,-5.46,6.45,17.26,15.10,20.92,22.48,38.39,63.18,64.30,63.51,65.07,63.40,74.60,74.26,114.18,110.15,93.58,171.88,105.58,83.59,110.86,146.18,157.67,9.63,49.63,22.50,23.90,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:43:26,2,0.63,115.2,20.00,14.43,0.10854,60.01,22.74,63.64,74.45,-999.00,-999.00,0,-5.85,6.95,17.10,14.94,20.71,22.31,38.14,63.10,64.22,63.43,64.98,63.31,74.63,74.27,114.41,110.45,93.53,171.86,105.84,83.63,111.09,146.15,157.76,9.19,47.74,22.31,23.70,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:44:11,2,0.63,115.2,19.70,14.28,0.11059,60.02,22.54,63.53,74.44,-999.00,-999.00,0,-7.10,5.22,16.92,14.77,20.50,22.13,37.90,63.02,64.12,63.34,64.89,63.21,74.62,74.28,113.69,109.87,93.66,171.21,105.74,83.50,111.23,146.10,156.99,8.81,45.86,22.13,23.48,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:45:03,2,0.63,115.2,19.90,14.41,0.11254,60.01,22.35,63.44,74.46,-999.00,-999.00,0,-7.45,3.85,16.70,14.56,20.32,21.96,37.64,62.89,64.02,63.21,64.82,63.13,74.63,74.27,112.96,109.14,93.84,170.81,105.22,83.47,111.15,146.02,156.37,8.28,44.24,21.92,23.28,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:45:56,2,0.63,115.2,20.30,14.67,0.11453,60.00,22.14,63.34,74.46,-999.00,-999.00,0,-6.27,4.56,16.55,14.41,20.15,21.82,37.35,62.77,63.96,63.16,64.74,63.05,74.64,74.29,113.26,109.27,93.75,171.20,105.06,83.60,110.36,145.88,156.75,8.07,42.59,21.73,23.06,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:46:42,2,0.63,115.2,20.10,14.69,0.11662,59.98,21.93,63.23,74.44,-999.00,-999.00,0,-5.76,6.05,16.36,14.16,19.96,21.60,37.07,62.66,63.83,63.02,64.64,62.95,74.58,74.27,113.73,109.72,93.41,171.52,105.03,83.62,110.29,145.84,157.40,10.27,41.14,21.54,22.84,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:47:35,2,0.63,115.3,19.70,14.25,0.11858,60.00,21.74,63.13,74.45,-999.00,-999.00,0,-6.74,5.82,16.18,14.03,19.78,21.49,36.84,62.61,63.73,62.95,64.56,62.84,74.63,74.29,113.57,109.74,93.44,171.21,105.22,83.46,110.54,145.85,157.12,11.35,39.66,21.35,22.63,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:48:22,2,0.63,115.2,19.60,14.19,0.12052,59.99,21.54,63.03,74.43,-999.00,-999.00,0,-7.70,3.91,15.97,13.79,19.56,21.25,36.55,62.48,63.60,62.82,64.48,62.72,74.59,74.26,112.85,109.05,93.70,170.59,104.92,83.43,110.65,145.77,156.25,11.39,38.25,21.16,22.45,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:49:10,2,0.63,115.2,19.90,14.42,0.12256,59.99,21.33,62.93,74.45,-999.00,-999.00,0,-7.59,2.97,15.78,13.61,19.39,21.05,36.33,62.39,63.53,62.77,64.40,62.65,74.62,74.29,112.39,108.52,93.71,170.43,104.60,83.47,110.40,145.67,155.90,10.88,36.90,20.96,22.24,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:50:06,2,0.62,115.3,20.40,14.63,0.12464,60.02,21.12,62.83,74.44,-999.00,-999.00,0,-6.41,4.35,15.60,13.42,19.17,20.88,36.08,62.28,63.44,62.64,64.30,62.54,74.60,74.27,112.78,108.88,93.53,170.99,104.51,83.68,109.70,145.62,156.47,10.30,35.77,20.75,22.04,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:50:53,2,0.62,114.9,20.20,14.43,0.12662,60.00,20.92,62.73,74.44,-999.00,-999.00,0,-6.28,5.46,15.42,13.23,19.00,20.70,35.83,62.19,63.34,62.52,64.19,62.47,74.63,74.29,113.22,109.33,93.33,171.18,104.61,83.78,109.83,145.65,157.05,9.68,34.61,20.54,21.84,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:51:42,2,0.62,114.9,19.70,14.10,0.12856,60.00,20.73,62.63,74.45,-999.00,-999.00,0,-7.62,4.29,15.26,13.02,18.79,20.50,35.56,62.07,63.23,62.39,64.09,62.38,74.61,74.27,112.71,108.95,93.45,170.48,104.72,83.69,110.08,145.66,156.40,8.76,33.51,20.34,21.61,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:52:36,2,0.62,114.8,19.70,14.05,0.13058,59.99,20.53,62.54,74.42,-999.00,-999.00,0,-8.22,2.62,15.12,12.84,18.64,20.37,35.33,62.02,63.17,62.36,64.02,62.29,74.58,74.26,112.03,108.23,93.59,170.08,104.40,83.56,110.05,145.52,155.61,7.56,32.56,20.16,21.39,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:53:26,2,0.62,115.0,20.00,14.36,0.13252,60.01,20.34,62.44,74.42,-999.00,-999.00,0,-7.65,2.35,14.88,12.65,18.41,20.17,35.08,61.89,63.03,62.22,63.93,62.21,74.58,74.24,111.82,107.94,93.67,170.06,104.13,83.61,109.65,145.42,155.62,6.48,31.76,19.95,21.16,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:54:10,2,0.62,115.2,20.40,14.62,0.13459,60.01,20.14,62.34,74.40,-999.00,-999.00,0,-6.65,4.09,14.72,12.45,18.18,20.02,34.86,61.78,62.94,62.14,63.86,62.14,74.56,74.24,112.41,108.46,93.39,170.65,104.06,83.77,109.11,145.42,156.25,5.74,31.06,19.73,20.93,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:55:01,2,0.63,115.1,19.70,14.26,0.13655,60.00,19.95,62.25,74.42,-999.00,-999.00,0,-7.16,4.53,14.57,12.28,17.97,19.84,34.59,61.70,62.84,62.03,63.76,62.05,74.58,74.26,112.60,108.77,93.28,170.68,104.27,83.84,109.39,145.39,156.40,5.39,30.31,19.57,20.75,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:55:56,2,0.62,115.2,19.40,14.02,0.13857,60.02,19.73,62.13,74.39,-999.00,-999.00,0,-8.36,2.74,14.41,12.12,17.77,19.65,34.37,61.61,62.76,61.94,63.66,61.96,74.57,74.25,111.91,108.17,93.58,169.98,104.30,83.69,109.56,145.32,155.65,5.08,29.59,19.41,20.56,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:56:46,2,0.62,115.2,19.60,14.14,0.14049,60.00,19.56,62.05,74.40,-999.00,-999.00,0,-8.68,1.50,14.22,11.91,17.61,19.46,34.12,61.54,62.65,61.84,63.59,61.89,74.58,74.23,111.29,107.53,93.71,169.62,103.81,83.56,109.46,145.21,155.14,4.65,28.98,19.21,20.34,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:57:31,2,0.62,115.0,20.30,14.55,0.14245,59.99,19.35,61.94,74.38,-999.00,-999.00,0,-7.51,2.19,14.04,11.70,17.38,19.27,33.85,61.40,62.55,61.74,63.51,61.80,74.56,74.20,111.53,107.63,93.55,169.98,103.59,83.77,108.75,145.19,155.44,4.25,28.63,18.99,20.12,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:58:23,2,0.62,115.0,20.00,14.40,0.14451,59.98,19.16,61.84,74.39,-999.00,-999.00,0,-6.94,3.71,13.89,11.52,17.18,19.07,33.61,61.28,62.46,61.66,63.42,61.72,74.54,74.21,112.19,108.28,93.32,170.49,103.70,83.97,108.72,145.22,156.24,4.09,28.26,18.82,19.93,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
0:59:16,2,0.62,115.1,19.40,13.99,0.14644,59.99,18.98,61.75,74.42,-999.00,-999.00,0,-8.13,3.17,13.72,11.37,17.01,18.89,33.35,61.15,62.35,61.54,63.35,61.65,74.58,74.26,111.89,108.13,93.36,170.00,104.01,83.94,109.01,145.18,155.89,4.04,27.97,18.61,19.73,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
1:00:07,2,0.62,115.1,19.40,13.97,0.14844,59.98,18.77,61.63,74.38,-999.00,-999.00,0,-8.91,1.38,13.54,11.17,16.79,18.71,33.14,61.06,62.26,61.44,63.25,61.55,74.57,74.20,111.16,107.42,93.61,169.40,103.75,83.80,109.11,145.10,155.01,3.85,27.81,18.43,19.51,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
1:00:56,2,0.62,115.0,19.90,14.30,0.15037,59.99,18.56,61.52,74.38,-999.00,-999.00,0,-8.70,0.68,13.39,11.00,16.59,18.53,32.90,60.99,62.13,61.37,63.16,61.48,74.58,74.24,110.79,106.99,93.63,169.31,103.43,83.88,108.82,145.08,154.68,3.53,27.76,18.23,19.31,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
1:01:46,2,0.62,115.1,20.20,14.49,0.15242,60.00,18.38,61.42,74.38,-999.00,-999.00,0,-7.45,2.25,13.21,10.82,16.39,18.33,32.66,60.86,62.03,61.25,63.09,61.41,74.58,74.20,111.39,107.42,93.40,169.91,103.21,84.08,108.15,145.06,155.43,3.25,27.77,18.03,19.10,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
1:02:29,2,0.62,115.1,19.60,14.07,0.15437,60.00,18.17,61.32,74.37,-999.00,-999.00,0,-7.67,3.15,13.01,10.62,16.17,18.14,32.40,60.77,61.91,61.15,63.00,61.32,74.53,74.20,111.69,107.81,93.25,170.06,103.45,84.18,108.37,145.00,155.82,3.18,27.81,17.84,18.90,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
1:03:25,2,0.62,115.1,19.40,13.94,0.15627,59.98,17.97,61.21,74.35,-999.00,-999.00,0,-8.98,1.51,12.87,10.42,15.97,17.91,32.15,60.63,61.81,61.03,62.91,61.22,74.52,74.18,111.06,107.30,93.46,169.37,103.52,83.98,108.61,144.90,155.12,3.12,27.80,17.65,18.71,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
1:04:10,2,0.63,115.1,19.30,13.89,0.15824,59.98,17.78,61.13,74.38,-999.00,-999.00,0,-9.37,0.23,12.67,10.28,15.83,17.75,31.96,60.57,61.73,60.95,62.82,61.12,74.56,74.19,110.44,106.69,93.61,168.90,103.22,83.87,108.53,144.83,154.44,2.88,27.78,17.43,18.48,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
1:05:04,2,0.62,115.1,19.90,14.23,0.16027,60.00,17.58,61.03,74.37,-999.00,-999.00,0,-8.54,0.35,12.49,10.08,15.60,17.51,31.70,60.45,61.61,60.85,62.75,61.04,74.53,74.19,110.41,106.59,93.54,169.11,102.98,84.00,107.97,144.78,154.47,2.55,27.77,17.24,18.27,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
1:05:52,2,0.62,115.1,19.90,14.33,0.16222,59.99,17.38,60.92,74.35,-999.00,-999.00,0,-7.59,2.07,12.30,9.88,15.37,17.34,31.47,60.35,61.50,60.75,62.64,60.95,74.52,74.18,111.04,107.16,93.26,169.68,103.09,84.24,107.63,144.77,155.32,2.36,27.71,17.04,18.06,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
1:06:46,2,0.62,115.1,19.40,13.99,0.16414,59.99,17.19,60.82,74.35,-999.00,-999.00,0,-8.61,1.89,12.13,9.70,15.19,17.16,31.21,60.24,61.38,60.66,62.57,60.88,74.52,74.18,110.93,107.18,93.27,169.39,103.18,84.22,107.96,144.73,155.23,2.36,27.67,16.86,17.86,0,4,2,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00,-999.00
