TESTTIME,STATE,PFACTOR,VOLT,AMP,WATT,WHR,FREQ,FREZ,CAB,AMB,FREZDOOR,CABDOOR,DEFREC,EVAPIN,EVAPOUT,FREEZERTP1,FREEZERMID2,FREEZERBTM3,FREEZER4,FREEZER5,CABTP1,CABMID2,CABBTM3,CRISPER 1,CRISPER 2,AMBLEFT,AMBRIGHT,DRAINPANIN,DRAINPANOUT,SUCTIONLINE,DISCHARGE,CONDIN,CONDOUT,HLOUT,DOME,HLIN,FILLTUBE,IMMOLD,PANTRY1,PANTRY2,PANTRY3,PANTRY4,PANTRY5,FCBASKET1,FCBASKET2,HUMIDITY,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34
0:32:30,2,0.60,103.6,16.90,10.48,0.06319,60.03,8.33,42.08,88.86,-999.00,-999.00,0,-12.96,-5.09,11.85,1.70,12.44,3.76,11.76,40.44,43.44,42.33,43.73,45.51,88.69,89.03,111.86,116.62,103.42,167.87,113.12,93.19,113.56,148.19,157.60,-3.04,-2.98,38.07,45.58,46.64,46.90,44.64,4.23,2.63,85.9,1,2,34.23,-0.08,-9.15,32.54,88.16,47.48,0,80.00,80.00,2.00,112.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.50,7.40,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:33:25,2,0.60,103.6,16.90,10.55,0.06463,60.03,8.25,42.05,88.86,-999.00,-999.00,0,-13.01,-5.16,11.81,1.61,12.33,3.66,11.65,40.42,43.39,42.28,43.70,45.48,88.69,89.01,111.76,116.55,103.43,167.66,113.03,93.14,113.46,147.98,157.31,-3.08,-3.02,38.10,45.57,46.62,46.89,44.61,4.17,2.58,85.9,1,2,34.16,-0.22,-9.14,32.61,88.16,47.48,0,80.00,80.00,2.00,111.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.40,7.30,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:34:13,2,0.60,103.6,16.80,10.52,0.06606,60.03,8.19,42.03,88.85,-999.00,-999.00,0,-13.03,-5.13,11.78,1.57,12.25,3.60,11.58,40.41,43.39,42.27,43.68,45.46,88.69,89.02,111.69,116.47,103.42,167.57,112.97,93.12,113.39,147.82,157.05,-3.11,-3.05,38.13,45.55,46.61,46.87,44.58,4.08,2.50,85.7,1,2,34.16,-0.22,-9.22,32.72,88.16,47.48,0,80.00,80.00,2.00,111.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.40,7.30,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:35:07,2,0.60,103.7,17.00,10.49,0.06757,60.02,8.12,42.00,88.85,-999.00,-999.00,0,-13.02,-5.19,11.76,1.52,12.16,3.52,11.52,40.35,43.36,42.25,43.67,45.48,88.67,89.04,111.64,116.39,103.36,167.29,112.91,93.10,113.34,147.66,156.96,-3.15,-3.07,38.15,45.53,46.57,46.84,44.55,4.03,2.42,85.6,1,2,34.16,-0.25,-9.22,32.72,88.16,47.48,0,80.00,80.00,2.00,111.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.30,7.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:35:58,2,0.60,103.6,17.10,10.59,0.06900,59.99,8.05,41.98,88.85,-999.00,-999.00,0,-13.03,-5.24,11.70,1.46,12.06,3.47,11.43,40.30,43.36,42.25,43.65,45.43,88.66,89.01,111.60,116.33,103.36,167.18,112.88,93.04,113.31,147.48,156.82,-3.15,-3.11,38.16,45.51,46.56,46.84,44.53,3.95,2.37,85.7,1,2,34.16,-0.38,-9.22,32.72,88.16,47.48,0,80.00,80.00,2.00,109.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.30,7.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:36:44,2,0.60,103.6,16.90,10.57,0.07051,60.00,7.98,41.95,88.85,-999.00,-999.00,0,-13.07,-5.30,11.65,1.40,11.95,3.39,11.32,40.29,43.30,42.20,43.65,45.43,88.68,89.02,111.58,116.33,103.37,167.09,112.85,93.10,113.27,147.34,156.74,-3.24,-3.15,38.20,45.47,46.55,46.82,44.52,3.86,2.30,85.6,1,2,34.03,-0.40,-9.24,32.81,88.16,47.48,0,80.00,80.00,2.00,109.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.30,7.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:37:35,2,0.60,103.6,17.10,10.50,0.07194,60.01,7.90,41.92,88.84,-999.00,-999.00,0,-13.12,-5.36,11.59,1.35,11.88,3.33,11.24,40.27,43.28,42.20,43.64,45.45,88.70,89.04,111.53,116.23,103.32,166.86,112.80,93.04,113.22,147.21,156.46,-3.25,-3.20,38.23,45.44,46.53,46.81,44.48,3.81,2.21,85.6,1,2,33.98,-0.40,-9.36,32.94,88.14,47.48,0,80.00,80.00,2.00,109.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.30,7.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:38:24,2,0.60,103.5,16.90,10.48,0.07344,59.99,7.84,41.88,88.85,-999.00,-999.00,0,-13.16,-5.37,11.57,1.32,11.77,3.25,11.13,40.22,43.25,42.14,43.62,45.58,88.65,89.02,111.48,116.18,103.17,166.72,112.75,93.03,113.18,147.07,156.40,-3.30,-3.24,38.26,45.43,46.53,46.81,44.45,3.74,2.16,85.6,1,2,33.98,-0.46,-9.40,33.04,88.12,47.48,0,80.00,80.00,2.00,109.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.30,7.20,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:39:13,2,0.60,103.5,16.80,10.50,0.07487,59.96,7.77,41.86,88.85,-999.00,-999.00,0,-13.20,-5.38,11.51,1.26,11.73,3.19,11.05,40.16,43.24,42.13,43.62,45.63,88.67,89.04,111.48,116.15,103.14,166.61,112.75,92.99,113.16,146.94,156.19,-3.31,-3.26,38.28,45.42,46.50,46.78,44.41,3.66,2.09,85.6,1,2,33.98,-0.56,-9.40,33.08,88.00,47.48,0,80.00,80.00,2.00,106.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.10,7.00,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:40:06,2,0.60,103.5,16.90,10.51,0.07637,59.98,7.70,41.83,88.85,-999.00,-999.00,0,-13.24,-5.38,11.44,1.21,11.62,3.08,10.95,40.14,43.22,42.11,43.61,45.61,88.68,89.06,111.40,116.11,103.09,166.43,112.67,92.99,113.10,146.80,156.10,-3.38,-3.31,38.29,45.40,46.49,46.76,44.40,3.60,2.02,85.5,1,2,33.98,-0.58,-9.40,33.19,88.00,47.48,0,80.00,80.00,2.00,106.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.10,7.00,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:40:58,2,0.60,103.6,16.00,9.90,0.07774,60.00,7.62,41.81,88.87,-999.00,-999.00,0,-13.21,-5.32,11.40,1.15,11.54,3.06,10.86,40.13,43.20,42.06,43.59,45.63,88.67,89.05,111.27,115.89,103.14,166.04,112.57,92.93,112.98,146.64,155.73,-3.41,-3.32,38.34,45.37,46.48,46.75,44.39,3.52,1.98,85.4,1,2,33.98,-0.66,-9.40,33.26,87.98,47.48,0,80.00,80.00,2.00,105.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.00,6.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:41:48,2,0.60,103.6,16.10,9.94,0.07910,60.01,7.57,41.78,88.87,-999.00,-999.00,0,-13.01,-5.21,11.37,1.13,11.43,3.00,10.80,40.08,43.17,42.06,43.58,45.59,88.68,89.05,111.12,115.57,103.23,165.49,112.41,92.92,112.80,146.35,154.83,-3.45,-3.33,38.36,45.35,46.45,46.72,44.35,3.46,1.90,85.4,1,2,33.82,-0.74,-9.30,33.26,87.98,47.48,0,80.00,80.00,2.00,105.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.00,6.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:42:38,2,0.60,103.6,16.10,9.99,0.08052,60.01,7.50,41.74,88.87,-999.00,-999.00,0,-12.89,-5.16,11.32,1.07,11.34,2.89,10.69,40.02,43.12,42.00,43.57,45.54,88.69,89.07,111.05,115.51,103.17,165.31,112.33,92.95,112.73,146.11,154.78,-3.39,-3.32,38.40,45.33,46.45,46.72,44.33,3.41,1.85,85.4,1,2,33.80,-0.76,-9.20,33.26,87.98,47.48,0,80.00,80.00,2.00,105.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.00,6.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:43:28,2,0.60,103.7,16.10,9.97,0.08190,60.02,7.43,41.71,88.86,-999.00,-999.00,0,-12.91,-5.31,11.26,1.02,11.25,2.86,10.61,40.01,43.11,42.00,43.54,45.49,88.68,89.05,111.03,115.48,103.16,165.15,112.30,92.95,112.70,145.93,154.75,-3.43,-3.33,38.41,45.30,46.44,46.68,44.29,3.32,1.79,85.4,1,2,33.80,-0.76,-9.17,33.26,87.98,47.48,0,80.00,80.00,2.00,105.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.00,6.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:44:14,2,0.60,103.6,16.10,9.90,0.08326,60.03,7.36,41.69,88.85,-999.00,-999.00,0,-12.94,-5.39,11.21,0.96,11.16,2.80,10.50,39.95,43.08,41.98,43.53,45.49,88.68,89.04,110.98,115.44,103.14,165.00,112.25,92.96,112.66,145.77,154.64,-3.46,-3.34,38.46,45.29,46.42,46.69,44.27,3.27,1.74,85.5,1,2,33.80,-0.78,-9.18,33.26,87.98,47.48,0,80.00,80.00,2.00,105.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,7.00,6.90,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:45:08,2,0.60,103.7,15.70,9.70,0.08466,60.02,7.30,41.67,88.85,-999.00,-999.00,0,-12.97,-5.41,11.20,0.95,11.12,2.73,10.43,39.92,43.09,41.98,43.53,45.50,88.66,89.01,110.86,115.28,103.15,164.70,112.13,92.95,112.54,145.57,154.28,-3.48,-3.34,38.48,45.28,46.42,46.67,44.25,3.21,1.68,85.5,1,2,33.80,-0.87,-9.22,33.37,87.98,47.48,0,80.00,80.00,2.00,102.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.80,6.70,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:45:58,2,0.60,103.6,15.70,9.71,0.08598,60.00,7.25,41.63,88.84,-999.00,-999.00,0,-12.87,-5.33,11.16,0.93,11.02,2.67,10.34,39.90,43.06,41.95,43.51,45.49,88.66,89.04,110.74,115.09,103.15,164.28,112.01,92.89,112.41,145.30,153.75,-3.47,-3.38,38.51,45.26,46.40,46.66,44.22,3.14,1.62,85.4,1,2,33.80,-0.94,-9.22,33.44,87.98,47.48,0,80.00,80.00,2.00,102.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.80,6.70,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:46:48,2,0.60,103.6,15.70,9.71,0.08733,60.02,7.19,41.61,88.83,-999.00,-999.00,0,-12.82,-5.33,11.08,0.89,10.92,2.59,10.23,39.84,43.04,41.88,43.51,45.45,88.64,89.01,110.70,115.08,103.08,164.09,111.97,92.87,112.37,145.06,153.57,-3.50,-3.36,38.53,45.23,46.40,46.65,44.20,3.07,1.58,85.4,1,2,33.80,-0.94,-9.22,33.44,87.98,47.48,0,80.00,80.00,2.00,102.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.80,6.70,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:47:38,2,0.60,103.5,15.70,9.70,0.08872,59.99,7.14,41.59,88.82,-999.00,-999.00,0,-12.79,-5.34,11.07,0.88,10.89,2.57,10.17,39.82,43.02,41.91,43.48,45.45,88.64,89.01,110.64,115.01,102.96,163.92,111.93,92.90,112.32,144.86,153.51,-3.49,-3.38,38.56,45.22,46.40,46.62,44.19,3.03,1.51,85.3,1,2,33.80,-0.94,-9.11,33.46,87.95,47.48,0,80.00,80.00,2.00,102.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.80,6.70,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:48:27,2,0.60,103.6,15.70,9.72,0.09003,60.01,7.08,41.58,88.82,-999.00,-999.00,0,-12.83,-5.44,11.02,0.82,10.79,2.51,10.09,39.82,43.00,41.87,43.46,45.42,88.63,89.01,110.58,114.92,102.83,163.73,111.86,92.91,112.26,144.69,153.25,-3.51,-3.38,38.56,45.18,46.38,46.61,44.16,2.97,1.45,85.3,1,2,33.80,-0.94,-9.17,33.60,87.80,47.48,0,80.00,80.00,2.00,102.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.80,6.70,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:49:14,2,0.60,103.6,15.50,9.70,0.09142,60.01,7.02,41.54,88.83,-999.00,-999.00,0,-12.84,-5.49,10.99,0.81,10.72,2.45,9.98,39.76,42.97,41.86,43.45,45.40,88.67,89.04,110.51,114.84,102.88,163.58,111.77,92.85,112.19,144.50,153.21,-3.51,-3.41,38.61,45.17,46.35,46.58,44.14,2.90,1.39,85.4,1,2,33.72,-0.94,-9.22,33.62,87.82,47.48,0,80.00,80.00,2.00,102.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.80,6.70,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:50:08,2,0.60,103.6,15.40,9.51,0.09273,60.02,6.96,41.52,88.82,-999.00,-999.00,0,-12.82,-5.55,10.93,0.77,10.64,2.41,9.91,39.71,42.95,41.84,43.42,45.40,88.63,89.01,110.43,114.72,102.82,163.32,111.70,92.86,112.09,144.33,152.93,-3.54,-3.43,38.62,45.15,46.34,46.56,44.11,2.85,1.34,85.4,1,2,33.64,-1.04,-9.22,33.62,87.82,47.50,0,80.00,80.00,2.00,100.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:50:58,2,0.60,103.5,15.50,9.55,0.09410,59.99,6.90,41.49,88.83,-999.00,-999.00,0,-12.81,-5.62,10.90,0.74,10.57,2.32,9.84,39.68,42.95,41.78,43.41,45.38,88.67,89.04,110.34,114.61,102.82,163.01,111.60,92.85,112.00,144.14,152.53,-3.57,-3.43,38.65,45.14,46.32,46.55,44.10,2.79,1.28,85.4,1,2,33.62,-1.10,-9.22,33.62,87.80,47.66,0,80.00,80.00,2.00,100.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:51:48,2,0.60,103.6,15.40,9.56,0.09540,60.02,6.84,41.46,88.84,-999.00,-999.00,0,-12.77,-5.67,10.88,0.73,10.51,2.26,9.76,39.67,42.89,41.78,43.41,45.34,88.63,89.01,110.32,114.54,102.85,162.80,111.58,92.83,111.99,143.94,152.36,-3.54,-3.41,38.69,45.11,46.31,46.54,44.08,2.74,1.21,85.4,1,2,33.62,-1.12,-9.22,33.66,87.80,47.64,0,80.00,80.00,2.00,100.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:52:38,2,0.60,103.5,15.60,9.66,0.09677,60.01,6.78,41.43,88.84,-999.00,-999.00,0,-12.48,-5.33,10.81,0.69,10.41,2.23,9.65,39.62,42.89,41.75,43.39,45.34,88.62,89.03,110.31,114.54,102.69,162.84,111.54,92.81,111.98,143.80,152.41,-3.51,-3.35,38.63,45.09,46.32,46.53,44.06,2.70,1.18,85.4,1,2,33.62,-1.12,-9.17,33.60,87.80,47.66,0,80.00,80.00,2.00,100.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:53:28,2,0.60,103.5,15.70,9.70,0.09808,60.01,6.74,41.41,88.83,-999.00,-999.00,0,-12.03,-4.55,10.81,0.70,10.35,2.18,9.58,39.59,42.84,41.74,43.39,45.34,88.63,89.03,110.39,114.66,102.50,162.96,111.59,92.79,112.04,143.70,152.61,-3.43,-3.25,38.50,45.07,46.29,46.49,44.04,2.64,1.12,85.3,1,2,33.62,-1.12,-8.75,33.24,87.80,47.66,0,80.00,80.00,2.00,100.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:54:18,2,0.60,103.6,15.70,9.69,0.09946,59.99,6.69,41.38,88.83,-999.00,-999.00,0,-11.82,-4.14,10.78,0.67,10.30,2.12,9.54,39.58,42.84,41.72,43.38,45.33,88.64,89.01,110.45,114.75,102.41,162.96,111.65,92.89,112.11,143.55,152.69,-3.31,-3.14,38.36,45.06,46.29,46.48,44.02,2.62,1.08,85.3,1,2,33.62,-1.12,-8.32,32.70,87.80,47.66,0,80.00,80.00,2.00,100.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:55:08,2,0.60,103.6,15.60,9.66,0.10079,60.00,6.66,41.37,88.82,-999.00,-999.00,0,-11.69,-3.82,10.73,0.68,10.23,2.05,9.45,39.56,42.81,41.72,43.37,45.27,88.63,89.01,110.50,114.79,102.36,162.86,111.73,92.88,112.17,143.41,152.70,-3.26,-3.08,38.20,45.03,46.27,46.44,43.99,2.56,1.01,85.2,1,2,33.74,-1.12,-8.10,32.10,87.80,47.66,0,80.00,80.00,2.00,100.00,2.00,60.00,-999.00,0,0,1.00,1.00,1.00,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:55:58,2,0.60,103.6,15.50,9.59,0.10211,60.00,6.60,41.35,88.82,-999.00,-999.00,0,-11.90,-3.91,10.64,0.60,10.13,1.99,9.38,39.50,42.81,41.66,43.33,45.33,88.63,89.01,110.47,114.72,102.34,162.59,111.70,92.84,112.14,143.31,152.45,-3.25,-3.09,38.09,45.02,46.26,46.43,43.97,2.51,0.98,85.2,1,2,33.72,-1.09,-7.96,31.54,87.80,47.64,0,80.00,80.00,2.00,100.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:56:48,2,0.60,103.6,15.40,9.55,0.10348,59.99,6.54,41.32,88.82,-999.00,-999.00,0,-12.31,-4.45,10.63,0.63,10.08,1.95,9.33,39.50,42.75,41.68,43.31,45.38,88.63,89.01,110.34,114.52,102.39,162.27,111.58,92.78,112.02,143.15,151.96,-3.31,-3.16,38.07,45.01,46.24,46.42,43.94,2.45,0.93,85.0,1,2,33.62,-1.12,-8.20,30.94,87.80,47.64,0,80.00,80.00,2.00,100.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:57:38,2,0.60,103.6,15.40,9.56,0.10478,60.01,6.51,41.30,88.82,-999.00,-999.00,0,-12.46,-4.79,10.63,0.59,10.00,1.93,9.26,39.49,42.75,41.65,43.29,45.30,88.63,89.01,110.28,114.45,102.43,162.10,111.54,92.71,111.97,143.01,151.86,-3.38,-3.23,38.08,44.99,46.21,46.41,43.93,2.43,0.87,84.9,1,2,33.62,-1.12,-8.32,30.62,87.80,47.66,0,80.00,80.00,2.00,100.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:58:22,2,0.60,103.6,15.40,9.58,0.10615,60.01,6.45,41.26,88.82,-999.00,-999.00,0,-12.57,-4.93,10.60,0.58,9.94,1.85,9.18,39.43,42.70,41.59,43.27,45.27,88.61,89.03,110.23,114.38,102.43,161.96,111.47,92.71,111.90,142.88,151.50,-3.42,-3.26,38.08,44.97,46.22,46.40,43.90,2.38,0.83,84.8,1,2,33.62,-1.12,-8.54,30.40,87.80,47.62,0,80.00,80.00,37.00,100.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
0:59:18,2,0.60,103.6,15.30,9.50,0.10745,60.00,6.41,41.23,88.82,-999.00,-999.00,0,-12.66,-5.09,10.55,0.57,9.86,1.81,9.13,39.41,42.69,41.59,43.26,45.28,88.63,89.05,110.14,114.31,102.45,161.70,111.37,92.67,111.80,142.75,151.43,-3.47,-3.31,38.03,44.93,46.17,46.35,43.87,2.32,0.79,84.7,1,2,33.62,-1.12,-8.75,30.38,87.80,47.56,0,80.00,80.00,2.00,100.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:00:08,2,0.60,103.6,15.40,9.54,0.10880,59.99,6.35,41.21,88.81,-999.00,-999.00,0,-12.69,-5.20,10.56,0.54,9.77,1.78,9.04,39.40,42.67,41.56,43.24,45.30,88.61,88.99,110.10,114.25,102.38,161.61,111.32,92.67,111.74,142.68,151.18,-3.48,-3.35,38.05,44.92,46.17,46.36,43.86,2.27,0.75,84.7,1,2,33.62,-1.12,-8.86,30.40,87.80,47.48,0,80.00,80.00,2.00,100.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:00:55,2,0.60,103.6,15.40,9.52,0.11010,60.01,6.30,41.20,88.82,-999.00,-999.00,0,-12.74,-5.40,10.46,0.50,9.70,1.68,8.99,39.35,42.65,41.52,43.23,45.24,88.63,89.01,110.06,114.18,102.36,161.54,111.29,92.69,111.74,142.57,151.25,-3.53,-3.38,38.06,44.91,46.17,46.34,43.85,2.24,0.71,84.7,1,2,33.56,-1.12,-8.94,30.56,87.80,47.48,0,80.00,80.00,2.00,100.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:01:48,2,0.60,103.6,15.20,9.40,0.11145,60.01,6.25,41.16,88.82,-999.00,-999.00,0,-12.77,-5.39,10.47,0.51,9.64,1.67,8.95,39.35,42.64,41.51,43.21,45.26,88.63,89.01,110.00,114.12,102.32,161.33,111.23,92.68,111.66,142.45,151.01,-3.53,-3.40,38.07,44.89,46.15,46.33,43.83,2.21,0.66,84.7,1,2,33.44,-1.12,-9.04,30.67,87.80,47.48,0,80.00,80.00,2.00,99.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.70,6.60,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:02:38,2,0.60,103.6,15.20,9.42,0.11274,60.02,6.20,41.14,88.82,-999.00,-999.00,0,-12.76,-5.45,10.41,0.47,9.56,1.60,8.82,39.29,42.59,41.50,43.19,45.26,88.63,89.00,109.97,114.09,102.31,161.19,111.19,92.65,111.62,142.33,150.87,-3.57,-3.43,38.08,44.89,46.15,46.32,43.82,2.16,0.61,84.8,1,2,33.44,-1.12,-9.08,30.79,87.80,47.48,0,80.00,80.00,2.00,99.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.60,6.50,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:03:28,2,0.60,103.6,15.30,9.44,0.11409,60.00,6.15,41.10,88.82,-999.00,-999.00,0,-12.80,-5.53,10.36,0.44,9.48,1.55,8.80,39.27,42.56,41.45,43.18,45.25,88.61,89.01,109.94,114.04,102.31,161.03,111.16,92.66,111.59,142.22,150.64,-3.62,-3.44,38.10,44.87,46.13,46.29,43.80,2.11,0.56,84.9,1,2,33.44,-1.12,-9.11,31.01,87.80,47.48,0,80.00,80.00,2.00,99.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.60,6.50,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:04:14,2,0.60,103.6,15.20,9.42,0.11537,60.00,6.12,41.09,88.81,-999.00,-999.00,0,-12.81,-5.56,10.33,0.46,9.44,1.53,8.75,39.23,42.55,41.44,43.15,45.19,88.60,89.01,109.89,114.00,102.31,160.89,111.11,92.69,111.55,142.11,150.61,-3.64,-3.47,38.11,44.85,46.12,46.29,43.76,2.07,0.53,84.8,1,2,33.44,-1.12,-9.22,31.10,87.80,47.48,0,80.00,80.00,2.00,99.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.60,6.50,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:05:08,2,0.60,103.6,15.20,9.42,0.11666,60.00,6.07,41.06,88.81,-999.00,-999.00,0,-12.83,-5.55,10.30,0.43,9.36,1.49,8.67,39.25,42.55,41.40,43.12,45.15,88.60,89.01,109.88,113.95,102.25,160.87,111.10,92.69,111.53,141.99,150.52,-3.65,-3.47,38.12,44.83,46.12,46.27,43.74,2.04,0.49,84.8,1,2,33.31,-1.12,-9.22,31.14,87.80,47.50,0,80.00,80.00,2.00,99.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.60,6.50,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:05:51,2,0.60,103.6,15.20,9.13,0.11800,59.99,6.03,41.05,88.81,-999.00,-999.00,0,-12.83,-5.58,10.30,0.43,9.30,1.44,8.62,39.20,42.53,41.38,43.12,45.15,88.60,89.01,109.81,113.90,102.21,160.62,111.05,92.69,111.47,141.87,150.21,-3.66,-3.52,38.11,44.80,46.09,46.25,43.72,1.99,0.43,84.8,1,2,33.26,-1.14,-9.22,31.28,87.80,47.66,0,80.00,80.00,2.00,99.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.40,6.30,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
1:06:43,2,0.60,103.6,14.80,9.10,0.11926,59.99,6.00,41.03,88.81,-999.00,-999.00,0,-12.76,-5.58,10.25,0.36,9.24,1.42,8.56,39.18,42.50,41.37,43.10,45.12,88.60,89.01,109.74,113.77,102.18,160.45,110.96,92.67,111.39,141.74,150.09,-3.70,-3.52,38.12,44.77,46.07,46.24,43.69,1.94,0.39,84.8,1,2,33.26,-1.22,-9.22,31.41,87.80,47.66,0,80.00,80.00,2.00,96.00,1.00,60.00,-999.00,0,0,1.00,1.00,0,0,6.40,6.30,0.10,16.00,0,31.64,28.04,-6.16,-12.46,33.80,32.00,46.40
